CDAY,Mon Apr 04 18:24:26 +0000 2022,1511047054826557453, CDAY Max Pain 65 00  Maturity 04 14 2022   maxpain  options https   t co X3tjSzJyab https   t co yB1XImrOFw
CDAY,Mon Apr 04 13:42:56 +0000 2022,1510976211912077325,S amp P500上昇率上位 Twitter  TWTR21 62  Zebra Technologies  ZBRA 3 40  ServiceNow  NOW 3 26  Penn National Gaming  PENN 3 00  Caesars Entertainment  CZR 2 88  SolarEdge   SEDG 2 84  IPG Photonics  IPGP 2 84  salesforce   CRM 2 72  Enphase Energy  ENPH 2 72  Ceridian HCM  CDAY 2 54 
CDAY,Thu Mar 31 12:05:30 +0000 2022,1509502142310195200, CDAY Max Pain is 65 00 for maturity 04 14 2022   maxpain  options https   t co X3tjSzJyab https   t co FNC3SE0SNY
CF,Fri Apr 01 15:48:15 +0000 2022,1509920588512612352, CF open interest for maturity 04 01 2022  High put 99 00 High call 118 00 PutCallRatio 0 62  maxpain  options https   t co F42H33G2P6 https   t co eOJkiwjiE4
CRL,Thu Mar 31 04:01:09 +0000 2022,1509380252841218049,Charles River Laboratories International Inc    CRL    QUOTE  CRL was DOWN   on Wed Mar 30 Closed at 289 86 USD for a 0 00  loss from previous close          ANALYSIS Charles River Laboratories International Inc should be nationalized      
CRL,Wed Mar 30 20:55:06 +0000 2022,1509273031578992640, CRL Max Pain 290 00  Maturity 04 14 2022   maxpain  options https   t co RR2TYaCqvr https   t co aEdDR2D53r
SCHW,Thu Mar 31 14:31:51 +0000 2022,1509538971637981190,Oversold on Hourly   https   t co 2Hf0ZbjpKC   SIG  78 43  to 75 63   RH  358 98  to 336 00   WSM  151 38  to 144 81   HAS  87 22  to 84 93   SKX  42 06  to 41 53   EBS  43 93  to 42 65   ICPT  17 01  to 16 63   SCHW  91 53
SCHW,Thu Mar 31 13:39:49 +0000 2022,1509525877708795905,Nice print for  SCHW Size  122600 Price  88 395 Amount   10 837 227 00 Time  939 See more  https   t co iKZpQcyxNV Join https   t co JWvlYbdLod to get REAL TIME prints  Runners    https   t co VC1LdPHaJR Losers    https   t co 9MWV4THfhQ Gappers    https   t co bHQKF1W40n
SCHW,Thu Mar 31 13:30:47 +0000 2022,1509523604895158274,Oversold on Hourly   https   t co 2Hf0ZbjpKC   SOLO  2 39  to 2 28   RH  358 98  to 336 00   WSM  151 38  to 144 81   HAS  87 22  to 84 93   SKX  42 06  to 41 53   EBS  43 93  to 42 65   ICPT  17 01  to 16 63   SCHW  91 53  t
CHTR,Mon Apr 04 00:38:46 +0000 2022,1510778870542262285, CHTR open interest for maturity 04 08 2022  High put 560 00 High call 565 00 PutCallRatio 0 78  maxpain  options https   t co D8qBjwELL5 https   t co YsZ7Vk1eQ3
